prefix_state,n_prefixes,continue_at_1,branch_pass_at_4,rollback_pass_at_4,continue_tokens,branch_tokens,rollback_tokens,continue_latency,branch_latency,rollback_latency
Unclear,2,0.0,1.0,1.0,388.0,1495.0,1682.0,12.286668732063845,49.31068107299507,52.929023165721446
